titleId,ordering,title,region,language,types,attributes,isOriginalTitle
tt0000398,2,La gigue,FR,\N,imdbDisplay,\N,0
tt0000399,1,Jack and the Beanstalk,\N,\N,original,\N,1
tt0000399,2,Babszem Jankó,HU,\N,imdbDisplay,\N,0
tt0000399,3,Jack and the Beanstalk,US,\N,imdbDisplay,\N,0
tt0000399,4,Jack y la habichuela gigante,VE,\N,\N,\N,0
tt0000399,5,João e o Pé de Feijão,BR,\N,imdbDisplay,\N,0
tt0000399,6,Джек и стебель фасоли,RU,\N,imdbDisplay,\N,0
tt0000399,7,ジャックと豆の木,JP,ja,imdbDisplay,\N,0
tt0000400,1,Le lion savant,\N,\N,original,\N,1
tt0000400,2,Le lion savant,FR,\N,imdbDisplay,\N,0
tt0000401,1,Le marchand de ballons,\N,\N,original,\N,1
tt0000401,2,Le marchand de ballons,FR,\N,imdbDisplay,\N,0
tt0000402,1,Mother Goose Nursery Rhymes,\N,\N,original,\N,1
tt0000402,2,Mother Goose Nursery Rhymes,GB,\N,imdbDisplay,\N,0
tt0000403,1,Le pommier,\N,\N,original,\N,1
tt0000403,2,Le pommier,FR,\N,imdbDisplay,\N,0
tt0000404,1,Pour secouer la salade,\N,\N,original,\N,1
tt0000404,2,Pour secouer la salade,FR,\N,imdbDisplay,\N,0
tt0000405,1,La première gamelle,\N,\N,original,\N,1
tt0000405,2,La première gamelle,FR,\N,imdbDisplay,\N,0
tt0000406,1,The Prince of Darkness,\N,\N,original,\N,1
tt0000406,2,The Prince of Darkness,US,\N,imdbDisplay,\N,0
tt0000407,1,Procesión de las hijas de María de la parroquia de Sans,\N,\N,original,\N,1
tt0000407,2,Procesión de las Hijas de María de la Parroquia de Sants,ES,\N,imdbDisplay,\N,0
tt0000407,3,Procession of the Daughters of the Virgin Mary from the Sants Church,GB,\N,imdbDisplay,\N,0
tt0000408,1,Quadrille réaliste,\N,\N,original,\N,1
tt0000408,2,Quadrille réaliste,FR,\N,imdbDisplay,\N,0
tt0000409,1,Sage-femme de première classe,\N,\N,original,\N,1
tt0000409,2,A Parteira da Classe Média,BR,\N,imdbDisplay,\N,0
tt0000409,3,Midwife to the Upper Classes,XWW,en,\N,\N,0
tt0000409,4,Naissance des enfants,FR,\N,alternative,\N,0
tt0000409,5,Sage-femme de première classe,FR,\N,imdbDisplay,\N,0
tt0000409,6,Первоклассная акушерка,RU,\N,imdbDisplay,\N,0
tt0000410,1,Demolishing and Building Up the Star Theatre,\N,\N,original,\N,1
tt0000410,2,A Star Theatre lebontása és felépítése,HU,\N,imdbDisplay,\N,0
tt0000410,3,Building Up and Demolishing the Star Theatre,US,\N,dvd,\N,0
tt0000410,4,Demolishing and Building Up the Star Theatre,US,\N,imdbDisplay,\N,0
tt0000410,5,Star Theatre,US,\N,\N,copyright title,0
tt0000410,6,Снос и возведение Звездного Театра,RU,\N,imdbDisplay,\N,0
tt0000411,1,Trompé mais content,\N,\N,original,\N,1
tt0000411,2,Trompé mais content,FR,\N,imdbDisplay,\N,0
tt0000412,1,The Troublesome Fly,\N,\N,original,\N,1
tt0000412,2,The Troublesome Fly,US,\N,imdbDisplay,\N,0
tt0000413,1,Les trésors de satan,\N,\N,original,\N,1
tt0000413,2,Les trésors de satan,FR,\N,imdbDisplay,\N,0
tt0000413,3,Los tesoros de Satán,ES,\N,imdbDisplay,\N,0
tt0000413,4,Mephistopheles' School of Magic,US,\N,\N,\N,0
tt0000413,5,The Devil's Money Bags,US,\N,\N,\N,0
tt0000413,6,The Treasures of Satan,US,\N,\N,\N,0
tt0000413,7,Скарби сатани,UA,\N,imdbDisplay,\N,0
tt0000413,8,Сокровища сатаны,RU,\N,imdbDisplay,\N,0
tt0000414,1,Uncle Josh at the Moving Picture Show,\N,\N,original,\N,1
tt0000414,2,Josh bácsi és a mozgókép,HU,\N,imdbDisplay,\N,0
tt0000414,3,Uncle Josh at the Moving Picture Show,US,\N,imdbDisplay,\N,0
tt0000414,4,Дядя Джош на киносеансе,RU,\N,imdbDisplay,\N,0
tt0000415,1,Une scène en cabinet particulier vue à travers le trou de la serrure,\N,\N,original,\N,1
tt0000415,2,A Peculiar Cabinet,XWW,en,\N,\N,0
tt0000415,3,Un cabinet particulier,FR,\N,\N,short title,0
tt0000415,4,Une scène en cabinet particulier vue à travers le trou de la serrure,FR,\N,imdbDisplay,\N,0
tt0000416,1,Les victimes de l'alcoolisme,\N,\N,original,\N,1
tt0000416,2,Alcohol and Its Victims,US,\N,\N,\N,0
tt0000416,3,Alkoholismens skadelige Følger,DK,\N,imdbDisplay,\N,0
tt0000416,4,Les victimes de l'alcoolisme,FR,\N,imdbDisplay,\N,0
tt0000416,5,Žrtve alkohola,XYU,sr,\N,literal title,0
tt0000416,6,Жертва алкоголя,RU,\N,imdbDisplay,\N,0
tt0000417,1,Le voyage dans la lune,\N,\N,original,\N,1
tt0000417,10,Cesta na Mesiac,SK,\N,imdbDisplay,\N,0
tt0000417,11,Resan till månen,FI,sv,imdbDisplay,\N,0
tt0000417,12,Resan till månen,SE,\N,imdbDisplay,\N,0
tt0000417,13,Viagem à Lua,BR,\N,imdbDisplay,\N,0
tt0000417,14,Viagem à Lua,PT,\N,imdbDisplay,\N,0
tt0000417,15,Viaje a la Luna,ES,\N,imdbDisplay,\N,0
tt0000417,16,Viaje a la Luna,MX,\N,imdbDisplay,\N,0
tt0000417,17,A Trip to Mars,US,\N,\N,copyright title,0
tt0000417,18,Ay'a Yolculuk,TR,tr,imdbDisplay,\N,0
tt0000417,19,Călătoria în lună,RO,\N,alternative,\N,0
tt0000417,2,A Trip to the Moon,AU,\N,imdbDisplay,\N,0
tt0000417,20,Cesta na Mesíc,CZ,\N,imdbDisplay,\N,0
tt0000417,21,Cesta na Měsíc,CSHH,cs,imdbDisplay,\N,0
tt0000417,22,Die Reise nach dem Monde,AT,\N,imdbDisplay,\N,0
tt0000417,23,Die Reise zum Mond,DE,\N,imdbDisplay,\N,0
tt0000417,24,Een avontuur bij de maan,NL,\N,imdbDisplay,\N,0
tt0000417,25,El viaje a la luna,UY,\N,\N,original subtitled version,0
tt0000417,26,En Tur til Maanen,DK,\N,imdbDisplay,\N,0
tt0000417,27,Gessekai Ryokô,JP,\N,imdbDisplay,\N,0
tt0000417,28,Kelionė į Mėnulį,LT,\N,imdbDisplay,\N,0
tt0000417,29,Le Voyage dans la Lune,FR,\N,imdbDisplay,\N,0
tt0000417,3,A Trip to the Moon,CA,en,imdbDisplay,\N,0
tt0000417,30,Le Voyage Dans la Lune,CA,fr,imdbDisplay,\N,0
tt0000417,31,Le Voyage Dans La Lune,IN,en,imdbDisplay,\N,0
tt0000417,32,Matka Kuuhun,FI,\N,imdbDisplay,\N,0
tt0000417,33,Op reis naar de maan,NL,\N,alternative,\N,0
tt0000417,34,Podróż na Księżyc,PL,\N,imdbDisplay,\N,0
tt0000417,35,Potovanje na luno,SI,\N,imdbDisplay,\N,0
tt0000417,36,Put na Mjesec,HR,\N,imdbDisplay,\N,0
tt0000417,37,Reisen til månen,NO,\N,imdbDisplay,\N,0
tt0000417,38,Taxidi sti Selini,GR,\N,\N,transliterated title,0
tt0000417,39,Utazás a Holdba,HU,\N,imdbDisplay,\N,0
tt0000417,4,A Trip to the Moon,GB,\N,imdbDisplay,\N,0
tt0000417,40,Viaggio nella luna,IT,\N,imdbDisplay,\N,0
tt0000417,41,Voiajul în lună,RO,\N,imdbDisplay,\N,0
tt0000417,42,Voyage to the Moon,US,\N,alternative,\N,0
tt0000417,43,Ταξίδι στη Σελήνη,GR,\N,imdbDisplay,\N,0
tt0000417,44,Подорож на Місяць,UA,\N,imdbDisplay,\N,0
tt0000417,45,Пут на месец,RS,\N,imdbDisplay,\N,0
tt0000417,46,Путешествие на Луну,RU,\N,imdbDisplay,\N,0
tt0000417,47,月世界旅行,JP,ja,imdbDisplay,\N,0
tt0000417,48,月球之旅,TW,\N,imdbDisplay,\N,0
tt0000417,49,月球旅行记,CN,cmn,imdbDisplay,\N,0
tt0000417,5,A Trip to the Moon,US,\N,imdbDisplay,\N,0
tt0000417,6,A Trip to the Moon,XEU,en,imdbDisplay,\N,0
tt0000417,7,A Trip to the Moon,XWW,\N,imdbDisplay,\N,0
tt0000417,8,A Trip to the Moon,XWW,en,imdbDisplay,\N,0
tt0000417,9,Cesta na Mesiac,CSHH,sk,imdbDisplay,\N,0
tt0000418,1,The Wild Man of Borneo,\N,\N,original,\N,1
tt0000418,2,The Wild Man of Borneo,GB,\N,imdbDisplay,\N,0
tt0000419,1,L'équilibriste,\N,\N,original,\N,1
tt0000419,2,L'équilibriste,FR,\N,imdbDisplay,\N,0
tt0000420,1,Alice in Wonderland,\N,\N,original,\N,1
tt0000420,10,Алиса в Стране чудес,RU,\N,imdbDisplay,\N,0
tt0000420,11,不思議の国のアリス,JP,ja,imdbDisplay,\N,0
tt0000420,2,Alice in Wonderland,BR,\N,\N,\N,0
tt0000420,3,Alice in Wonderland,GB,\N,imdbDisplay,\N,0
tt0000420,4,Alice im Wunderland,DE,\N,imdbDisplay,\N,0
tt0000420,5,Alice no País das Maravilhas,BR,\N,imdbDisplay,\N,0
tt0000420,6,Alice's Adventures in Wonderland,GB,\N,alternative,\N,0
tt0000420,7,Alicia en el País de las Maravillas,ES,\N,imdbDisplay,\N,0
tt0000420,8,Alicja w krainie czarów,PL,\N,\N,\N,0
tt0000420,9,Alíz Csodaországban,HU,\N,imdbDisplay,\N,0
tt0000421,1,Les apaches pas veinards,\N,\N,original,\N,1
tt0000421,2,Les apaches pas veinards,FR,\N,imdbDisplay,\N,0
tt0000422,1,Les aventures d'un voyageur trop pressé,\N,\N,original,\N,1
tt0000422,2,Les aventures d'un voyageur trop pressé,FR,\N,imdbDisplay,\N,0
tt0000423,1,La boîte à malice,\N,\N,original,\N,1
tt0000423,2,La boîte à malice,FR,\N,imdbDisplay,\N,0
tt0000423,3,The Enchanted Box,US,\N,imdbDisplay,\N,0
tt0000423,4,The Mysterious Box,US,\N,\N,reissue title,0
tt0000423,5,The Shallow Box Trick,GB,\N,imdbDisplay,\N,0
tt0000423,6,Фокусы,RU,\N,imdbDisplay,\N,0
tt0000424,1,Les braconniers,\N,\N,original,\N,1
tt0000424,2,Les braconniers,FR,\N,imdbDisplay,\N,0
tt0000425,1,Buffalo Bill's Parade,\N,\N,original,\N,1
tt0000425,2,Buffalo Bill's Parade,US,\N,imdbDisplay,\N,0
tt0000425,3,Showing Indians and Band Mounted,US,\N,alternative,\N,0
tt0000426,1,Buffalo Bill's Street Parade,\N,\N,original,\N,1
tt0000426,2,Buffalo Bill's Street Parade,US,\N,imdbDisplay,\N,0
tt0000427,1,Cake-walk de la pendule,\N,\N,original,\N,1
tt0000427,2,Cake-walk de la pendule,FR,\N,imdbDisplay,\N,0
tt0000428,1,Carreras de bicicletas en el parque,\N,\N,original,\N,1
tt0000428,2,Carreras de bicicletas en el parque,ES,\N,imdbDisplay,\N,0
tt0000429,1,La chasse au cambrioleur,\N,\N,original,\N,1
tt0000429,2,La chasse au cambrioleur,FR,\N,imdbDisplay,\N,0
tt0000430,1,A Chess Dispute,\N,\N,original,\N,1
tt0000430,2,A Chess Dispute,GB,\N,imdbDisplay,\N,0
tt0000430,3,Шахматные дебаты,RU,\N,imdbDisplay,\N,0
tt0000431,1,Comme on fait son lit on se couche,\N,\N,original,\N,1
tt0000431,2,Comme on fait son lit on se couche,FR,\N,imdbDisplay,\N,0
tt0000432,1,Comment monsieur prend son bain,\N,\N,original,\N,1
tt0000432,2,Comment monsieur prend son bain,FR,\N,imdbDisplay,\N,0
tt0000432,3,How Monsieur Takes His Bath,XWW,en,\N,\N,0
tt0000432,4,Как господин принимает ванну,RU,\N,imdbDisplay,\N,0
tt0000433,1,Compagnons de voyage encombrants,\N,\N,original,\N,1
tt0000433,2,Compagnons de voyage encombrants,FR,\N,imdbDisplay,\N,0
tt0000434,1,Dorothy's Dream,\N,\N,original,\N,1
tt0000434,2,Cон Дороти,RU,\N,imdbDisplay,\N,0
tt0000434,3,Dorothy's Dream,GB,\N,imdbDisplay,\N,0
tt0000435,1,Enlèvement en automobile et mariage précipité,\N,\N,original,\N,1
tt0000435,2,Enlèvement en automobile et mariage précipité,FR,\N,imdbDisplay,\N,0
tt0000436,1,An Extraordinary Cab Accident,\N,\N,original,\N,1
tt0000436,2,An Extraordinary Cab Accident,GB,\N,imdbDisplay,\N,0
tt0000436,3,Экстраординарное дорожное происшествие,RU,\N,imdbDisplay,\N,0
tt0000437,1,Faust et Méphistophélès,\N,\N,original,\N,1
tt0000437,2,Faust and Mephistopheles,XWW,en,imdbDisplay,\N,0
tt0000437,3,Faust et Méphistophélès,FR,\N,imdbDisplay,\N,0
tt0000437,4,Фауст и Мефистофель,RU,\N,imdbDisplay,\N,0
tt0000438,1,Le fiancé ensorcelé,\N,\N,original,\N,1
tt0000438,2,Le fiancé ensorcelé,FR,\N,imdbDisplay,\N,0
tt0000439,1,The Great Train Robbery,\N,\N,original,\N,1
tt0000439,10,Dai Ressha Gôtô,JP,\N,imdbDisplay,\N,0
tt0000439,11,Den stora tågplundringen,SE,\N,imdbDisplay,\N,0
tt0000439,12,Der große Eisenbahnraub,DE,\N,imdbDisplay,\N,0
tt0000439,13,Der grosse Eisenbahnüberfall,DE,\N,tv,\N,0
tt0000439,14,Det store togrøveri,DK,\N,imdbDisplay,\N,0
tt0000439,15,Det store togrøveriet,NO,\N,imdbDisplay,\N,0
tt0000439,16,El gran robo al tren,CO,\N,imdbDisplay,\N,0
tt0000439,17,L'attaque du Grand Rapide,FR,\N,alternative,\N,0
tt0000439,18,Le vol du rapide,FR,\N,\N,\N,0
tt0000439,19,Marele jaf al trenului,RO,\N,imdbDisplay,\N,0
tt0000439,2,The Great Train Robbery,CA,en,imdbDisplay,\N,0
tt0000439,20,Napad na ekspres,PL,\N,imdbDisplay,\N,0
tt0000439,21,O Grande Roubo do Trem,BR,\N,imdbDisplay,\N,0
tt0000439,22,Serghate Bozorge Ghatar,IR,fa,imdbDisplay,\N,0
tt0000439,23,Suuri junaryöstö,FI,\N,imdbDisplay,\N,0
tt0000439,24,Velká zeleznicní loupez,CZ,\N,imdbDisplay,\N,0
tt0000439,25,Η μεγάλη ληστεία του τρένου,GR,\N,imdbDisplay,\N,0
tt0000439,26,Большое ограбление поезда,RU,\N,imdbDisplay,\N,0
tt0000439,27,Велика пљачка воза,RS,\N,imdbDisplay,\N,0
tt0000439,28,Велике пограбування потягу,UA,\N,imdbDisplay,\N,0
tt0000439,29,大列車強盗（1903）,JP,ja,imdbDisplay,\N,0
tt0000439,3,The Great Train Robbery,GB,\N,imdbDisplay,\N,0
tt0000439,4,The Great Train Robbery,US,\N,imdbDisplay,\N,0
tt0000439,5,Le vol du grand rapide,CA,fr,alternative,\N,0
tt0000439,6,Le vol du grand rapide,FR,\N,\N,\N,0
tt0000439,7,A nagy vonatrablás,HU,\N,imdbDisplay,\N,0
tt0000439,8,Asalto y robo al tren,ES,\N,imdbDisplay,\N,0
tt0000439,9,Assalto al treno,IT,\N,\N,informal title,0
tt0000440,1,La guirlande merveilleuse,\N,\N,original,\N,1
tt0000440,2,A csodálatos virágfüzér,HU,\N,imdbDisplay,\N,0
tt0000440,3,La guirlande merveilleuse,FR,\N,imdbDisplay,\N,0
tt0000440,4,Marvellous Wreath,\N,\N,\N,\N,0
tt0000440,5,The Marvelous Wreath,US,\N,\N,literal English title,0
tt0000440,6,Чудесная гирлянда,RU,\N,imdbDisplay,\N,0
tt0000441,1,Gulliver en el país de los gigantes,\N,\N,original,\N,1
tt0000441,2,Gulliver en el país de los gigantes,ES,\N,imdbDisplay,\N,0
tt0000441,3,Gulliver in the Land of Giants,GB,\N,imdbDisplay,\N,0
tt0000441,4,Гулливер в стране великанов,RU,\N,imdbDisplay,\N,0
tt0000442,1,Henrettelsen,\N,\N,original,\N,1
tt0000442,2,Capital Execution,US,\N,\N,\N,0
tt0000442,3,Henrettelsen,DK,\N,imdbDisplay,\N,0
tt0000443,1,"Hiawatha, the Messiah of the Ojibway",\N,\N,original,\N,1
tt0000443,2,Hiawatha,DK,\N,imdbDisplay,\N,0
tt0000443,3,Hiawatha,US,\N,imdbDisplay,\N,0
tt0000443,4,"Hiawatha, the Indian Messiah",GB,\N,alternative,\N,0
tt0000443,5,"Hiawatha, the Messiah of the Ojibway",GB,\N,imdbDisplay,\N,0
tt0000443,6,The Passion Play of America,GB,\N,\N,subtitle,0
tt0000443,7,"Гайавата, мессия оджибуэев",RU,\N,imdbDisplay,\N,0
tt0000444,1,Illusionniste renversant,\N,\N,original,\N,1
tt0000444,2,Illusionniste renversant,FR,\N,imdbDisplay,\N,0
tt0000445,1,Jocko musicien,\N,\N,original,\N,1
tt0000445,2,Jocko musicien,FR,\N,imdbDisplay,\N,0
tt0000446,1,Kit Carson,\N,\N,original,\N,1
tt0000446,2,Kit Carson,US,\N,imdbDisplay,\N,0
tt0000447,1,Life of an American Fireman,\N,\N,original,\N,1
tt0000447,10,アメリカ消防士の生活,JP,ja,imdbDisplay,\N,0
tt0000447,2,A Vida de Um Bombeiro Americano,PT,\N,\N,literal title,0
tt0000447,3,Egy amerikai tűzoltó élete,HU,\N,imdbDisplay,\N,0
tt0000447,4,Life of an American Fireman,US,\N,imdbDisplay,\N,0
tt0000447,5,The Life of an American Fireman,US,\N,alternative,\N,0
tt0000447,6,Vida de um Bombeiro Americano,BR,\N,imdbDisplay,\N,0
tt0000447,7,Живот америчког ватрогасца,RS,\N,imdbDisplay,\N,0
tt0000447,8,Животът на един американски пожарникар,BG,bg,imdbDisplay,\N,0
tt0000447,9,Жизнь американского пожарного,RU,\N,imdbDisplay,\N,0
tt0000448,1,Le liqueur du couvent,\N,\N,original,\N,1
tt0000448,2,Le liqueur du couvent,FR,\N,imdbDisplay,\N,0
tt0000449,1,Lutteurs américains,\N,\N,original,\N,1
tt0000449,2,Lutteurs américains,FR,\N,imdbDisplay,\N,0
tt0000450,1,La main du professeur Hamilton ou le roi des dollars,\N,\N,original,\N,1
tt0000450,2,La main du professeur Hamilton ou le roi des dollars,FR,\N,imdbDisplay,\N,0
tt0000451,1,Mary Jane's Mishap,\N,\N,original,\N,1
tt0000451,10,メリー・ジェーンの災難,JP,ja,imdbDisplay,\N,0
tt0000451,2,Mary Jane malőrje,HU,\N,imdbDisplay,\N,0
tt0000451,3,Mary Jane's Mishap,GB,\N,imdbDisplay,\N,0
tt0000451,4,"Mary Jane's Mishap; or, Don't Fool with the Paraffin",GB,\N,alternative,\N,0
tt0000451,5,Nieszczęśliwy wypadek Mary Jane,PL,\N,\N,new title,0
tt0000451,6,O Acidente de Mary Jane,BR,\N,imdbDisplay,\N,0
tt0000451,7,Η κακοτυχία της Μαίρη Τζέιν,GR,\N,imdbDisplay,\N,0
tt0000451,8,Το ατύχημα της Μαίρη Τζέιν,GR,\N,alternative,\N,0
tt0000451,9,Злоключения Мэри Джейн,RU,\N,imdbDisplay,\N,0
tt0000452,1,The Messenger Boy's Mistake,\N,\N,original,\N,1
tt0000452,2,The Messenger Boy's Mistake,US,\N,imdbDisplay,\N,0
tt0000453,1,Modelage express,\N,\N,original,\N,1
tt0000453,2,Modelage express,FR,\N,imdbDisplay,\N,0
tt0000454,1,La mouche,\N,\N,original,\N,1
tt0000454,2,La mouche,FR,\N,imdbDisplay,\N,0
tt0000455,1,Le mélomane,\N,\N,original,\N,1
tt0000455,10,The Melomaniac,\N,\N,\N,\N,0
tt0000455,11,Ο μελομανής,GR,\N,imdbDisplay,\N,0
tt0000455,12,Меломан,RU,\N,imdbDisplay,\N,0
tt0000455,2,The Music Lover,GB,\N,imdbDisplay,\N,0
tt0000455,3,The Music Lover,US,\N,\N,\N,0
tt0000455,4,A zenebolond,HU,\N,imdbDisplay,\N,0
tt0000455,5,El melómano,ES,\N,imdbDisplay,\N,0
tt0000455,6,Le mélomane,FR,\N,imdbDisplay,\N,0
tt0000455,7,Meloman,PL,\N,imdbDisplay,\N,0
tt0000455,8,O melomanis,GR,\N,\N,transliterated title,0
tt0000455,9,O Melômano,BR,\N,imdbDisplay,\N,0
tt0000456,1,N.Y. Fire Department Returning,\N,\N,original,\N,1
tt0000456,2,N.Y. Fire Department Returning,CA,en,imdbDisplay,\N,0
tt0000456,3,N.Y. Fire Department Returning,US,\N,imdbDisplay,\N,0
tt0000456,4,New York City Fire Department,US,\N,alternative,\N,0
tt0000457,1,Ne bougeons plus,\N,\N,original,\N,1
tt0000457,2,Ne bougeons plus,FR,\N,imdbDisplay,\N,0
tt0000458,1,Nos bons étudiants,\N,\N,original,\N,1
tt0000458,2,Nos bons étudiants,FR,\N,imdbDisplay,\N,0
tt0000459,1,"Panorama of Riker's Island, N.Y.",\N,\N,original,\N,1
tt0000459,2,"Panorama of Riker's Island, N.Y.",US,\N,imdbDisplay,\N,0
tt0000460,1,The Pioneers,\N,\N,original,\N,1
tt0000460,2,The Pioneers,US,\N,imdbDisplay,\N,0
tt0000461,1,Potage indigeste,\N,\N,original,\N,1
tt0000461,2,Potage indigeste,FR,\N,imdbDisplay,\N,0
tt0000462,1,La poule fantaisiste,\N,\N,original,\N,1
tt0000462,2,La poule fantaisiste,FR,\N,imdbDisplay,\N,0
tt0000463,1,Puerto de Barcelona,\N,\N,original,\N,1
tt0000463,2,Barcelona Harbour,GB,\N,imdbDisplay,\N,0
tt0000463,3,Puerto de Barcelona,ES,\N,imdbDisplay,\N,0
tt0000464,1,Rip Van Winkle,\N,\N,original,\N,1
tt0000464,2,Rip Van Winkle,US,\N,imdbDisplay,\N,0
tt0000464,3,Рип Ван Винкль,RU,\N,imdbDisplay,\N,0
tt0000465,1,Le royaume des fées,\N,\N,original,\N,1
tt0000465,10,"Fairyland; or, the Kingdom of the Fairies",US,\N,\N,\N,0
tt0000465,11,Fairyland: A Kingdom of Fairies,US,\N,\N,\N,0
tt0000465,12,Feernes Kongerige,DK,\N,alternative,\N,0
tt0000465,13,O Reino das Fadas,BR,\N,imdbDisplay,\N,0
tt0000465,14,Paa Havsens Bund,DK,\N,imdbDisplay,\N,0
tt0000465,15,The Fairyland,US,\N,\N,\N,0
tt0000465,16,To vasilio ton neraidon,GR,\N,\N,transliterated title,0
tt0000465,17,Το βασίλειο των νεραϊδών,GR,\N,imdbDisplay,\N,0
tt0000465,18,В царстве фей,RU,\N,imdbDisplay,\N,0
tt0000465,2,The Kingdom of the Fairies,CA,en,imdbDisplay,\N,0
tt0000465,3,The Kingdom of the Fairies,GB,\N,imdbDisplay,\N,0
tt0000465,4,The Kingdom of the Fairies,US,\N,imdbDisplay,\N,0
tt0000465,5,The Kingdom of the Fairies,XWW,en,imdbDisplay,\N,0
tt0000465,6,A tündérkirályság,HU,\N,imdbDisplay,\N,0
tt0000465,7,Au royaume des fées,FR,\N,imdbDisplay,\N,0
tt0000465,8,Das Königreich der Feen,DE,\N,alternative,\N,0
tt0000465,9,El reino de las hadas,ES,\N,imdbDisplay,\N,0
tt0000466,1,Répétition dans un cirque,\N,\N,original,\N,1
tt0000466,2,Répétition dans un cirque,FR,\N,imdbDisplay,\N,0
tt0000467,1,Secours aux naufragés,\N,\N,original,\N,1
tt0000467,2,Secours aux naufragés,FR,\N,imdbDisplay,\N,0
tt0000468,1,Service précipité,\N,\N,original,\N,1
tt0000468,2,Service précipité,FR,\N,imdbDisplay,\N,0
tt0000469,1,The Sick Kitten,\N,\N,original,\N,1
tt0000469,2,The Sick Kitten,DE,\N,imdbDisplay,\N,0
tt0000469,3,The Sick Kitten,GB,\N,imdbDisplay,\N,0
tt0000469,4,A beteg kiscicus,HU,\N,imdbDisplay,\N,0
tt0000469,5,O Gatinho Doente,BR,\N,imdbDisplay,\N,0
tt0000469,6,The Little Doctor and the Sick Kitten,\N,\N,\N,\N,0
tt0000469,7,Больной котёнок,RU,\N,imdbDisplay,\N,0
tt0000470,1,Les surprises de l'affichage,\N,\N,original,\N,1
tt0000470,2,Les surprises de l'affichage,FR,\N,imdbDisplay,\N,0
tt0000471,1,Uncle Tom's Cabin,\N,\N,original,\N,1
tt0000471,2,La cabaña del tío Tom,ES,\N,imdbDisplay,\N,0
tt0000471,3,La cabaña del tío Tom,VE,\N,\N,\N,0
tt0000471,4,A Cabana do Pai Tomás,BR,\N,imdbDisplay,\N,0
tt0000471,5,Tamás bátya kunyhója,HU,\N,imdbDisplay,\N,0
tt0000471,6,Uncle Tom's Cabin,US,\N,imdbDisplay,\N,0
tt0000471,7,"Uncle Tom's Cabin; or, Slavery Days",US,\N,\N,long title,0
tt0000471,8,Η καλύβα του μπάρμπα-Θωμά,GR,\N,imdbDisplay,\N,0
tt0000471,9,Хижина дяди Тома,RU,\N,imdbDisplay,\N,0
tt0000472,1,Uncle Tom's Cabin,\N,\N,original,\N,1
tt0000472,2,La cabaña del tío Tom,VE,\N,\N,\N,0
tt0000472,3,Uncle Tom's Cabin,US,\N,imdbDisplay,\N,0
tt0000472,4,Хижина дяди Тома,RU,\N,imdbDisplay,\N,0
tt0000473,1,La valise enchantée,\N,\N,original,\N,1
tt0000473,2,La valise enchantée,FR,\N,imdbDisplay,\N,0
tt0000473,3,Rejsekufferten,DK,\N,imdbDisplay,\N,0
tt0000474,1,Le voleur sacrilège,\N,\N,original,\N,1
tt0000474,2,Le voleur sacrilège,FR,\N,imdbDisplay,\N,0
tt0000475,1,The Adventurous Voyage of 'The Arctic',\N,\N,original,\N,1
tt0000475,2,The Adventurous Voyage of 'the Arctic',GB,\N,imdbDisplay,\N,0
tt0000475,3,Voyage of the 'Arctic',US,\N,imdbDisplay,\N,0
tt0000475,4,"Voyage of the 'Arctic', or How Captain Kettle Discovered the North Pole",US,\N,\N,\N,0
tt0000475,5,Wyprawa na biegun,PL,\N,\N,\N,0
tt0000475,6,Опасное путешествие в Арктику,RU,\N,imdbDisplay,\N,0
tt0000476,1,Après la fête,\N,\N,original,\N,1
tt0000476,2,Après la fête,FR,\N,imdbDisplay,\N,0
tt0000477,1,L'assassinat du courrier de Lyon,\N,\N,original,\N,1
tt0000477,2,L'assassinat du courrier de Lyon,FR,\N,imdbDisplay,\N,0
tt0000478,1,Behind the Scenes,\N,\N,original,\N,1
tt0000478,2,Algie's Mishap,\N,\N,\N,\N,0
tt0000478,3,Behind the Scenes,GB,\N,imdbDisplay,\N,0
tt0000479,1,Buy Your Own Cherries,\N,\N,original,\N,1
tt0000479,2,Buy Your Own Cherries,GB,\N,imdbDisplay,\N,0
tt0000479,3,Rum vs. Cherries,US,\N,imdbDisplay,\N,0
tt0000479,4,Vedd meg a cseresznyéd!,HU,\N,imdbDisplay,\N,0
tt0000479,5,Сам покупай себе черешню,RU,\N,imdbDisplay,\N,0
tt0000480,1,Le coffre enchanté,\N,\N,original,\N,1
tt0000480,2,Le coffre enchanté,FR,\N,imdbDisplay,\N,0
tt0000480,3,The Bewitched Trunk,\N,\N,\N,\N,0
tt0000480,4,The Enchanted Trunk,GB,\N,\N,\N,0
tt0000480,5,Заколдованный сундук,RU,\N,imdbDisplay,\N,0
tt0000481,1,A Collier's Life,\N,\N,original,\N,1
tt0000481,2,A Collier's Life,GB,\N,imdbDisplay,\N,0
tt0000481,3,A Miner's Daily Life,GB,\N,alternative,\N,0
tt0000482,1,Comment on disperse les foules,\N,\N,original,\N,1
tt0000482,2,Comment on disperse les foules,FR,\N,imdbDisplay,\N,0
tt0000483,1,Les deux rivaux,\N,\N,original,\N,1
tt0000483,2,Les deux rivaux,FR,\N,imdbDisplay,\N,0
tt0000484,1,Les enfants du miracle,\N,\N,original,\N,1
tt0000484,2,Les enfants du miracle,FR,\N,imdbDisplay,\N,0
tt0000485,1,La gavotte de la reine,\N,\N,original,\N,1
tt0000485,2,La gavotte de la reine,FR,\N,imdbDisplay,\N,0
